Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_049.jpg,12.88284,0.8095679,0,0.07332982,108.5225,89.3384,0.4214396,35.28532,0.001602643
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_094.jpg,10.83921,0.9458097,0,0.09626971,108.5283,89.34318,0.5613003,35.4417,0.0003336547
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_140.jpg,8.822372,1,0,0.1338084,108.5379,89.35129,0.7635915,35.73956,-0.001603849
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_186.jpg,6.760059,1,0,0.1675544,108.5458,89.35776,0.9113498,35.96746,-0.00162958
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_236.jpg,4.682255,1,0,0.1965097,108.5556,89.36552,1.083212,36.10445,-0.000308214
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_279.jpg,2.435398,1,0,0.2486847,108.5717,89.37802,1.306517,36.11278,0.002383235
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_325.jpg,0.5074605,1,0,0.2969705,108.582,89.38576,1.315892,36.04136,0.00421283
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_372.jpg,0,1,0,0.3189753,108.5923,89.39348,1.224949,36.07534,0.001532447
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_422.jpg,0,1,0,0.373274,108.6101,89.40652,1.096246,36.00265,0.001258959
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_467.jpg,0,1,0,0.4224542,108.6243,89.41684,1.062292,35.84995,0.001627359
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_508.jpg,0,1,0,0.4619307,108.64,89.42825,1.058963,35.80629,0.0006757438
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_555.jpg,0,1,0,0.5001609,108.6566,89.44038,1.069963,35.80318,0.0005823484
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_606.jpg,0,1,0,0.511645,108.6843,89.4605,1.131678,35.82138,0.0004680126
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_648.jpg,2.294408,1,0,0.5665683,108.704,89.47517,1.18719,35.8645,0.001119217
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_695.jpg,4.191286,1,0,0.596992,108.7242,89.49073,1.231476,35.89231,0.00123244
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_743.jpg,6.292163,1,0,0.6295954,108.7551,89.51561,1.236856,36.1832,-0.001643097
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_790.jpg,8.428198,1,0,0.6770156,108.7766,89.53349,1.224971,36.49961,-0.002295682
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_841.jpg,10.55575,1,0,0.7133196,108.8099,89.56245,1.191596,37.18825,-0.004092915
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_885.jpg,12.83507,1,0,0.7597157,108.8326,89.58319,1.171375,37.74001,-0.003440253
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_929.jpg,14.80919,1,0,0.7802009,108.8564,89.60587,1.181939,38.29238,0.007475098
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_55_975.jpg,15,1,0,0.8239965,108.881,89.62972,1.197316,38.91722,0.01203438
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_023.jpg,15,1,0,0.849559,108.9191,89.6677,1.210883,39.9209,0.01211503
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_069.jpg,15,1,0,0.9080245,108.9451,89.6944,1.209874,40.58726,0.008334582
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_115.jpg,15,1,0,0.9402088,108.9715,89.72207,1.196339,41.30756,0.002451799
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_163.jpg,15,1,0,0.9669494,109.0122,89.76629,1.196501,42.3258,0.003457149
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_208.jpg,15,1,0,1.01415,109.0397,89.79717,1.198852,43.06835,0.004657581
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_259.jpg,15,1,0,1.038201,109.0822,89.8462,1.212203,44.17324,0.008129798
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_306.jpg,12.69709,1,0,1.094442,109.1115,89.88008,1.217353,44.81692,-0.001089875
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_352.jpg,10.59954,1,0,1.127062,109.1417,89.91512,1.224199,45.39475,-0.0047146
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_397.jpg,8.610138,1,0,1.163122,109.1727,89.95109,1.22944,45.8855,-0.004037064
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_445.jpg,6.483744,1,0,1.192448,109.2209,90.00655,1.23056,46.47682,-0.003301584
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_492.jpg,4.335201,1,0,1.240386,109.2542,90.0445,1.231795,46.79736,-0.002572748
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_540.jpg,2.218717,1,0,1.269841,109.3063,90.10278,1.237926,47.07343,-0.0008032148
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_588.jpg,4.391199,1,0,1.315604,109.3416,90.14294,1.233558,47.312,-0.001095299
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_637.jpg,6.554233,1,0,1.34654,109.3774,90.18484,1.240744,47.66828,-0.001746563
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_685.jpg,8.751,1,0,1.379222,109.4309,90.25014,1.234541,48.43219,-0.002996961
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_733.jpg,10.90532,1,0,1.425912,109.4666,90.2958,1.23374,49.07808,0.008138989
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_782.jpg,8.740108,1,0,1.454201,109.5212,90.3663,1.235958,49.9678,0.00817409
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_831.jpg,6.544996,1,0,1.501103,109.5586,90.41457,1.240454,50.45288,-0.002720867
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_878.jpg,4.374824,1,0,1.532869,109.5968,90.46394,1.248769,50.8206,-0.002197174
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_927.jpg,2.231515,1,0,1.563059,109.6558,90.53958,1.259601,51.14459,-0.0009644369
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_56_979.jpg,0.01739033,1,0,1.609753,109.7169,90.61689,1.264739,51.23517,0.000580067
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_025.jpg,0,1,0,1.656068,109.7588,90.6695,1.266064,51.25236,0.0009217137
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_072.jpg,2.077054,1,0,1.686871,109.8011,90.72339,1.267489,51.35583,-6.778487E-06
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_122.jpg,4.226867,1,0,1.718813,109.8645,90.80674,1.261878,51.74946,-0.0009707359
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_170.jpg,6.435353,1,0,1.762396,109.907,90.8643,1.265537,52.16168,-0.001881536
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_217.jpg,8.59273,1,0,1.79215,109.949,90.92345,1.265459,52.73601,0.005236724
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_266.jpg,10.7401,1,0,1.81992,110.0108,91.01543,1.253703,53.87316,0.04125189
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_315.jpg,12.93771,1,0,1.862681,110.0508,91.07868,1.225383,54.80065,0.07241628
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_363.jpg,15,1,0,1.890236,110.1085,91.17673,1.146852,56.45927,0.1425409
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_412.jpg,15,1,0,1.930925,110.1458,91.24402,1.076981,57.6204,0.1944248
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_463.jpg,15,1,0,1.959419,110.1999,91.34817,0.9662408,59.38554,0.2938075
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_513.jpg,15,1,0,2.002365,110.2349,91.41955,0.8849973,60.57237,0.3657863
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_562.jpg,15,1,0,2.029922,110.2854,91.52953,0.7493855,62.37156,0.4788679
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_614.jpg,12.79244,1,0,2.071815,110.3185,91.60477,0.6623529,63.47334,0.5496458
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_664.jpg,10.47126,1,0,2.101611,110.3679,91.72051,0.5526425,64.86861,0.6392569
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_715.jpg,8.206546,1,0,2.14659,110.4009,91.79954,0.4962597,65.63747,0.6849366
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_766.jpg,5.908712,1,0,2.176219,110.4512,91.92068,0.4380043,66.50433,0.7178931
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_818.jpg,3.614247,1,0,2.220134,110.4854,92.00312,0.4177198,66.90646,0.7147457
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_870.jpg,1.295842,1,0,2.249206,110.5383,92.12932,0.4286968,67.20197,0.6730595
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_921.jpg,0,1,0,2.292579,110.5929,92.25872,0.4992588,67.27283,0.6065189
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_57_973.jpg,0,1,0,2.334638,110.6301,92.34674,0.5745975,67.27721,0.5526308
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_025.jpg,0,1,0,2.362683,110.687,92.48116,0.7192251,67.26554,0.4566528
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_076.jpg,0,1,0,2.404152,110.7256,92.57213,0.8232533,67.25061,0.3749418
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_127.jpg,0,1,0,2.432551,110.7845,92.7107,0.9886488,67.22981,0.235032
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_178.jpg,-2.285999,1,0,2.47565,110.8252,92.80431,1.114029,67.09267,0.1254436
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_231.jpg,-4.57802,1,0,2.502875,110.8887,92.94598,1.308018,66.57965,359.9711
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_281.jpg,-6.92248,1,0,2.54326,110.953,93.08698,1.360288,65.74826,359.9271
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_333.jpg,-4.606269,1,0,2.578728,110.9961,93.18085,1.309058,65.20168,359.9668
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_387.jpg,-2.286576,1,0,2.616758,111.0636,93.32384,1.265638,64.69455,-0.0004725989
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_438.jpg,0,1,0,2.660315,111.1327,93.46955,1.260979,64.54044,0.002293871
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_489.jpg,0,1,0,2.701504,111.1794,93.56824,1.276602,64.51752,0.001519561
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_540.jpg,0,1,0,2.729053,111.2505,93.71857,1.322713,64.5173,0.0009841563
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_590.jpg,-2.296486,1,0,2.770374,111.299,93.81983,1.35717,64.41118,0.001847497
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_640.jpg,-4.555679,1,0,2.796759,111.3742,93.97198,1.366924,63.93475,-0.003939926
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_690.jpg,-6.805674,1,0,2.838701,111.4265,94.07338,1.348411,63.40864,359.9752
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_740.jpg,-9.055687,1,0,2.86632,111.5089,94.22489,1.283221,62.26077,359.921
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_790.jpg,-11.30127,1,0,2.905041,111.5667,94.32516,1.212792,61.27872,359.8639
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_839.jpg,-13.5587,1,0,2.930084,111.6589,94.47359,1.067347,59.45402,359.7228
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_889.jpg,-11.34484,1,0,2.966156,111.7227,94.57201,0.9451277,58.25835,359.6291
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_935.jpg,-9.117477,1,0,2.993655,111.7881,94.67049,0.8155113,57.22174,359.5391
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_58_984.jpg,-7.04485,1,0,3.02147,111.8896,94.81876,0.6357712,55.99958,359.3985
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_031.jpg,-4.855665,1,0,3.062643,111.9591,94.91829,0.5300158,55.38489,359.3132
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_080.jpg,-6.99907,1,0,3.089688,112.067,95.06743,0.3795699,54.41444,359.1799
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_129.jpg,-9.202726,1,0,3.127332,112.1417,95.16614,0.2742797,53.61595,359.0841
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_178.jpg,-11.41949,1,0,3.151378,112.2191,95.26369,0.1631473,52.62529,358.9695
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_225.jpg,-13.60783,1,0,3.174066,112.3398,95.40734,359.961,50.81512,358.7964
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_275.jpg,-15,1,0,3.205511,112.4234,95.50339,359.9079,49.56844,358.7455
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_322.jpg,-15,1,0,3.220281,112.5561,95.64713,0.004204835,47.55001,358.735
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_370.jpg,-15,1,0,3.25831,112.6483,95.74047,0.05810931,46.11749,358.7254
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_418.jpg,-15,1,0,3.278937,112.7416,95.83221,0.04939292,44.73298,358.7832
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_465.jpg,-12.8478,1,0,3.29046,112.8864,95.96642,359.9912,42.74733,358.9217
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_514.jpg,-10.75168,1,0,3.339744,112.9885,96.05362,0.008160261,41.53885,358.928
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_561.jpg,-8.510458,1,0,3.364907,113.1454,96.18333,0.04938339,40.0388,358.9239
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_608.jpg,-10.59001,1,0,3.40191,113.2527,96.26813,0.06482761,39.02253,358.9128
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_655.jpg,-12.72876,1,0,3.425911,113.3623,96.35068,0.06130886,37.85367,358.8833
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_700.jpg,-14.83722,1,0,3.447901,113.5308,96.46973,-0.002077818,35.79459,358.83
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_745.jpg,-15,1,0,3.479963,113.6467,96.54729,0.005827966,34.37321,358.817
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_790.jpg,-12.97036,1,0,3.499143,113.765,96.62282,0.009174118,33.01301,358.8228
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_837.jpg,-10.9094,1,0,3.522566,113.885,96.69718,0.006665357,31.78144,358.8657
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_881.jpg,-8.818063,1,0,3.548619,114.0699,96.80528,0.01763117,30.22356,358.9141
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_926.jpg,-6.858893,1,0,3.587604,114.1958,96.8755,0.03028364,29.37437,358.9274
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_32_59_970.jpg,-4.803161,1,0,3.612988,114.3235,96.94516,0.04856956,28.70386,358.9455
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_014.jpg,-2.843126,1,0,3.639048,114.4525,97.01467,0.07255176,28.22245,358.9723
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_063.jpg,-0.8501852,1,0,3.664563,114.6483,97.11957,0.1220107,27.8469,359.0452
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_104.jpg,0,1,0,3.702529,114.7805,97.18994,0.1713694,27.74362,359.1079
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_147.jpg,0,1,0,3.728162,114.914,97.26067,0.242953,27.69989,359.1719
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_196.jpg,0,1,0,3.752925,115.0488,97.33188,0.3337846,27.6843,359.2405
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_279.jpg,0,1,0,3.802441,115.3906,97.51233,0.6251073,27.69471,359.4405
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_325.jpg,0,1,0,3.839061,115.529,97.58556,0.7530025,27.70875,359.5385
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_367.jpg,0,1,0,3.864608,115.6685,97.65931,0.8908448,27.72352,359.6373
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_413.jpg,0,1,0,3.88929,115.8088,97.73364,1.031939,27.74448,359.7415
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_455.jpg,2.014513,1,0,3.913429,115.9497,97.8092,1.176469,27.86288,359.8618
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_499.jpg,3.944182,1,0,3.938307,116.1619,97.92463,1.388009,28.29583,0.02211101
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_542.jpg,5.914723,1,0,3.974584,116.3031,98.0018,1.4604,28.74186,0.05381072
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_586.jpg,7.873623,1,0,3.996613,116.4431,98.07972,1.439624,29.38271,0.03910989
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_630.jpg,9.857154,1,0,4.017623,116.582,98.16066,1.378598,30.29226,0.04481048
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_675.jpg,7.871371,1,0,4.049877,116.7202,98.24446,1.310672,31.17402,0.09705015
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_719.jpg,5.869617,1,0,4.074385,116.9273,98.37352,1.197827,32.26319,0.2048092
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_762.jpg,3.909024,1,0,4.111166,117.0655,98.46118,1.107566,32.82757,0.2699869
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_808.jpg,1.931862,1,0,4.136936,117.2041,98.55008,1.018087,33.21397,0.3319128
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_854.jpg,0,1,0,4.161786,117.3434,98.63973,0.9316778,33.41038,0.3786881
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_897.jpg,0,1,0,4.186466,117.4836,98.73054,0.8614241,33.49591,0.4245327
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_942.jpg,0,1,0,4.211153,117.6954,98.86854,0.7865728,33.52806,0.4813339
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_00_987.jpg,0,1,0,4.246634,117.8378,98.96147,0.7522889,33.52347,0.5019937
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_032.jpg,0,1,0,4.270705,117.9811,99.05519,0.7339029,33.51293,0.5124617
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_076.jpg,0,1,0,4.295141,118.1255,99.14968,0.7326808,33.498,0.514226
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_121.jpg,0,1,0,4.318886,118.3439,99.29256,0.7543946,33.46952,0.4930606
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_166.jpg,0,1,0,4.354594,118.4907,99.38865,0.7860939,33.45102,0.4677593
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_210.jpg,0,1,0,4.378191,118.6385,99.48538,0.831009,33.43161,0.4349296
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_254.jpg,0,1,0,4.401752,118.7873,99.58271,0.8876094,33.41124,0.3949118
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_302.jpg,0,1,0,4.425271,119.0123,99.72977,0.9909605,33.3786,0.3227405
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_343.jpg,0,1,0,4.460473,119.1634,99.82834,1.063857,33.35291,0.2614325
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_388.jpg,0,1,0,4.484094,119.3155,99.92748,1.144513,33.32843,0.1977783
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_437.jpg,0,1,0,4.507447,119.4685,100.0271,1.230652,33.30222,0.1312719
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_477.jpg,0,1,0,4.530765,119.6224,100.1273,1.321499,33.27472,0.0606291
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_522.jpg,0,1,0,4.554097,119.8543,100.2791,1.458203,33.25828,0.002600423
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_571.jpg,0,1,0,4.589146,120.0091,100.3813,1.524081,33.26785,0.003363991
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_612.jpg,0,1,0,4.61311,120.164,100.4835,1.530353,33.27867,0.002807569
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_654.jpg,0,1,0,4.640038,120.3191,100.5862,1.502308,33.29507,0.002032626
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_699.jpg,0,1,0,4.665119,120.553,100.7412,1.45341,33.32745,0.001365784
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_743.jpg,0,1,0,4.700525,120.71,100.8454,1.430819,33.34904,0.001343779
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_789.jpg,0,1,0,4.723716,120.8679,100.9502,1.415909,33.37049,0.001331546
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_834.jpg,0,1,0,4.746848,121.0266,101.0557,1.408026,33.39183,0.001342324
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_878.jpg,0,1,0,4.769927,121.1861,101.1618,1.406455,33.41307,0.001343924
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_922.jpg,0,1,0,4.792957,121.4269,101.3221,1.414432,33.44485,0.001373873
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_01_967.jpg,0,1,0,4.827416,121.5884,101.4297,1.425575,33.46609,0.001386424
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_02_012.jpg,0,1,0,4.850338,121.7507,101.5379,1.440564,33.48745,0.001424812
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_02_057.jpg,0,1,0,4.873219,121.9138,101.6467,1.458717,33.50898,0.001432669
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_02_102.jpg,0,1,0,4.896061,122.1598,101.8111,1.490427,33.54178,0.00147187
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_02_146.jpg,0,1,0,4.930257,122.3248,101.9214,1.513661,33.56405,0.001500177
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_02_191.jpg,0,1,0,4.953009,122.4903,102.0322,1.526401,33.58974,0.001907046
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_02_241.jpg,0,1,0,4.976431,122.7394,102.1992,1.506925,33.62595,0.001711608
D:\Deep\Learning\Udacity\RoboND\P1\IMG\robocam_2017_05_13_17_33_02_281.jpg,0,1,0,5.011764,122.9057,102.3109,1.49316,33.64977,0.001497921
